timestamp,room,device,power_watts,temperature,humidity,is_device_on
2026-04-25 17:27:11,Room_1,AC,50.0,24.21,58.8,0
2026-04-25 17:27:11,Room_1,Heater,10.0,24.21,58.8,0
2026-04-25 17:27:11,Room_1,Fan,75.0,24.21,58.8,1
2026-04-25 17:27:11,Room_1,Lights,60.0,24.21,58.8,1
2026-04-25 17:27:13,Room_1,AC,50.0,24.45,58.6,0
2026-04-25 17:27:13,Room_1,Heater,10.0,24.45,58.6,0
2026-04-25 17:27:13,Room_1,Fan,75.0,24.45,58.6,1
2026-04-25 17:27:13,Room_1,Lights,60.0,24.45,58.6,1
2026-04-25 17:27:15,Room_1,AC,50.0,24.71,57.4,0
2026-04-25 17:27:15,Room_1,Heater,10.0,24.71,57.4,0
2026-04-25 17:27:15,Room_1,Fan,75.0,24.71,57.4,1
2026-04-25 17:27:15,Room_1,Lights,2.0,24.71,57.4,0
2026-04-25 17:27:17,Room_1,AC,50.0,24.94,56.3,0
2026-04-25 17:27:17,Room_1,Heater,10.0,24.94,56.3,0
2026-04-25 17:27:17,Room_1,Fan,75.0,24.94,56.3,1
2026-04-25 17:27:17,Room_1,Lights,2.0,24.94,56.3,0
2026-04-25 17:27:19,Room_1,AC,50.0,25.2,55.0,0
2026-04-25 17:27:19,Room_1,Heater,10.0,25.2,55.0,0
2026-04-25 17:27:19,Room_1,Fan,75.0,25.2,55.0,1
2026-04-25 17:27:19,Room_1,Lights,2.0,25.2,55.0,0
2026-04-25 17:27:21,Room_1,AC,50.0,25.4,55.1,0
2026-04-25 17:27:21,Room_1,Heater,10.0,25.4,55.1,0
2026-04-25 17:27:21,Room_1,Fan,75.0,25.4,55.1,1
2026-04-25 17:27:21,Room_1,Lights,2.0,25.4,55.1,0
2026-04-25 17:27:23,Room_1,AC,50.0,25.65,54.1,0
2026-04-25 17:27:23,Room_1,Heater,10.0,25.65,54.1,0
2026-04-25 17:27:23,Room_1,Fan,75.0,25.65,54.1,1
2026-04-25 17:27:23,Room_1,Lights,2.0,25.65,54.1,0
2026-04-25 17:27:25,Room_1,AC,50.0,25.92,54.3,0
2026-04-25 17:27:25,Room_1,Heater,10.0,25.92,54.3,0
2026-04-25 17:27:25,Room_1,Fan,5.0,25.92,54.3,0
2026-04-25 17:27:25,Room_1,Lights,2.0,25.92,54.3,0
2026-04-25 17:27:27,Room_1,AC,50.0,26.17,54.1,0
2026-04-25 17:27:27,Room_1,Heater,10.0,26.17,54.1,0
2026-04-25 17:27:27,Room_1,Fan,75.0,26.17,54.1,1
2026-04-25 17:27:27,Room_1,Lights,2.0,26.17,54.1,0
2026-04-25 17:27:29,Room_1,AC,50.0,25.93,55.6,0
2026-04-25 17:27:29,Room_1,Heater,10.0,25.93,55.6,0
2026-04-25 17:27:29,Room_1,Fan,75.0,25.93,55.6,1
2026-04-25 17:27:29,Room_1,Lights,2.0,25.93,55.6,0
2026-04-25 17:27:31,Room_1,AC,50.0,26.13,55.6,0
2026-04-25 17:27:31,Room_1,Heater,10.0,26.13,55.6,0
2026-04-25 17:27:31,Room_1,Fan,75.0,26.13,55.6,1
2026-04-25 17:27:31,Room_1,Lights,2.0,26.13,55.6,0
2026-04-25 17:27:33,Room_1,AC,50.0,26.37,54.4,0
2026-04-25 17:27:33,Room_1,Heater,10.0,26.37,54.4,0
2026-04-25 17:27:33,Room_1,Fan,5.0,26.37,54.4,0
2026-04-25 17:27:33,Room_1,Lights,2.0,26.37,54.4,0
2026-04-25 17:27:35,Room_1,AC,50.0,26.57,54.1,0
2026-04-25 17:27:35,Room_1,Heater,10.0,26.57,54.1,0
2026-04-25 17:27:35,Room_1,Fan,75.0,26.57,54.1,1
2026-04-25 17:27:35,Room_1,Lights,2.0,26.57,54.1,0
2026-04-25 17:27:37,Room_1,AC,50.0,26.79,53.5,0
2026-04-25 17:27:37,Room_1,Heater,10.0,26.79,53.5,0
2026-04-25 17:27:37,Room_1,Fan,75.0,26.79,53.5,1
2026-04-25 17:27:37,Room_1,Lights,2.0,26.79,53.5,0
2026-04-25 17:27:39,Room_1,AC,50.0,27.06,53.7,0
2026-04-25 17:27:39,Room_1,Heater,10.0,27.06,53.7,0
2026-04-25 17:27:39,Room_1,Fan,75.0,27.06,53.7,1
2026-04-25 17:27:39,Room_1,Lights,2.0,27.06,53.7,0
2026-04-25 17:27:41,Room_1,AC,50.0,27.26,53.2,0
2026-04-25 17:27:41,Room_1,Heater,10.0,27.26,53.2,0
2026-04-25 17:27:41,Room_1,Fan,5.0,27.26,53.2,0
2026-04-25 17:27:41,Room_1,Lights,2.0,27.26,53.2,0
2026-04-25 17:27:43,Room_1,AC,50.0,27.54,51.7,0
2026-04-25 17:27:43,Room_1,Heater,10.0,27.54,51.7,0
2026-04-25 17:27:43,Room_1,Fan,5.0,27.54,51.7,0
